title,rating_ordinal
Make the Corpse Walk,0
Exiled,0
Ignition,0
Catching Snowflakes: Local Hero / A Will and a Way,0
The Spellbound Hotel,1
Where They Found Her,0
The Doors of His Face the Lamps of His Mouth,1
The Red Tree,2
Play Their Hearts Out: A Coach His Star Recruit and the Youth Basketball Machine,2
The Blood Telegram: Nixon Kissinger and a Forgotten Genocide,2
The Berlin Boxing Club,2
Warriors Boxed Set,2
Making Sense of Japanese: What the Textbooks Don't Tell You,2
The Towers of the Sunset,1
The Moon by Night,1
Rite of Passage,0
My Fair Mistress,0
Five Six Seven Nate!,1
Treasure of Green Knowe,1
The Unlikely Spy,2
Roping The Virgin,0
Last Scene Alive,0
The Last Sacrifice,1
Akiko: Flights of Fancy,1
Corporate Finance,0
The League of Extraordinary Gentlemen Omnibus,1
A Flight of Souls,2
Cuttlefish Bones,2
The Snarkout Boys and the Avocado of Death,2
The Authority Vol. 2: Under New Management,2
Writing Degree Zero,0
Midnight Echoes,2
God and Stephen Hawking: Whose Design Is It Anyway?,1
You're Wearing That?: Understanding Mothers and Daughters in Conversation,0
The List,1
Wild Designs,0
Let Me Hold You Longer,2
Silence,0
Captain Wentworth's Diary,0
The Seventh Witch,2
The Blithedale Romance,0
Hedda Gabler and Other Plays,1
Show and Tell,0
Why I Love Black Women,1
The Silver Branch,2
All-of-a-Kind Family,2
New X-Men Volume 2: Imperial,1
The Revolt of the Masses,1
Just Here Trying to Save a Few Lives: Tales of Life and Death from the ER,1
The Lion Who Saw Himself in the Water,1
Where Is God When It Hurts?,2
A Sliver of Shadow,1
The Face of Fear,0
Midnight in Death,2
Bewitching Season,0
Robur the Conqueror,0
The Melancholy of Haruhi Suzumiya Vol. 4,1
Agent of Change,2
Fifth Dispatch,2
The Last Girls of Pompeii,0
Firsts,0
Curse the Dark,0
The Golden Globe,0
The Question of God: C.S. Lewis and Sigmund Freud Debate God Love Sex and the Meaning of Life,1
The Art of Raising a Puppy,1
Making Comics: Storytelling Secrets of Comics Manga and Graphic Novels,2
Walt Disney - Eeyore Be Happy (A Little Golden Book),2
Ferntree Falls,2
Brave the Betrayal,1
The Armies of the Night: History as a Novel the Novel as History,0
Five on Kirrin Island Again,1
Haunted London: English Ghosts Legends and Lore,0
White Lies,1
The Story of Mr Sommer,0
Mooch the Messy,2
Seduced by the Storm,2
Stockholm Syndrome,1
Reconstruction: America's Unfinished Revolution 1863-1877,2
Mr. Beautiful,1
The Last Gift of Time: Life Beyond Sixty,0
The Science of Discworld,1
Wake,0
So Red the Rose,0
Scarlet Fever,2
Down-Home Wholesome: 300 Low-Fat Recipes from a New Soul Kitchen,1
The Wrong Side of Dead,0
The Incredible Truth About Mothers,1
The Algebra of Infinite Justice,1
Skin Deep,0
Fledgling,0
Poems of Alfred Lord Tennyson,1
How to Be Topp,2
Mallory,0
The Neptune Challenge,2
Silent Terror,0
Plugged,0
Charlotte,0
Attack of the Theocrats!: How the Religious Right Harms Us All — and What We Can Do About It,0
Adulthood Rites,2
The Long and Faraway Gone,1
Miles: The Autobiography,2
Religious Affections,2
The Red Box,1
The Ruby Princess Runs Away,0
The Blue Woods,1
There is a Season,1
The Murder at the Vicarage,0
Seduced by His Touch,0
An Enemy at Green Knowe,1
Heavy Weather,2
The Fallen Angel,2
The Wanted Virgin,0
Dead Over Heels,0
The Last Temple,2
A Bridge of Stars,2
Misao The Big Mama And Fukumaru The Cat Goodbye Hello (Japanese and English Edition),2
The Younger Man,0
Selections from the Prison Notebooks,2
The Red Pyramid: The Graphic Novel,2
The Stolen Child,0
My Point... And I Do Have One,0
The Strange Umbrella and Other Stories,1
Notes from My Travels: Visits with Refugees in Africa Cambodia Pakistan and Ecuador,1
Sharpe's Honour,2
Expecting Darkness,2
Beyond Opinion: Living the Faith We Defend,2
The Mountains of California,1
Bannock Beans and Black Tea: Memories of a Prince Edward Island Childhood in the Great Depression,1
Never Have I Ever,0
The Rhesus Chart,2
That's Not What I Meant!,1
Found Money,0
Life Skills,0
The Red Gloves Collection,2
Stormy Weather,0
Zombie Haiku: Good Poetry for Your...Brains,0
The Death of Vishnu,0
The Unforgiving Minute: A Soldier's Education,1
Gimpel the Fool and Other Stories,2
Schooled,0
The Godwulf Manuscript,1
Making Malcolm: The Myth and Meaning of Malcolm X,1
The Copper Crown,1
Conscious Evolution: Awakening the Power of Our Social Potential,1
Precisely Terminated,1
Too Many Ghosts,0
The Book of the Book,2
The Measure of a Lady,1
Doctor Who: Vanishing Point,0
Never Come Morning,2
The Duchess of Malfi,0
The Adventures of Captain Hatteras,1
The Melancholy of Haruhi Suzumiya Vol. 3,1
Carpe Diem,2
The Midnight Circus,0
Paris Out of Hand: A Wayward Guide,1
The Consumerist Manifesto Handbook: The Guerilla's Guide to Making Corporations Pay for Faulty Goods Substandard Services and Broken Promises,1
Pack of Lies,0
Just One Wish,1
Anakin's Quest,0
Master of the Mountain,1
Covenant's End,2
Dreamers,2
Enter the Enchanted,0
A View from the Bridge: A Play in Two Acts,0
Charlie Wilson's War: The Extraordinary Story of How the Wildest Man in Congress and a Rogue CIA Agent Changed the History of our Times,1
Stranger in the Forest: On Foot Across Borneo,1
Crime in the Queen's Court,0
Mischief,0
I Will Always Love You,0
Payback Time,1
Lord Change Me!,2
Strategies of Prophet Muhammad,2
The Three Robbers,2
Taming the Fire,1
Poems by T. S. Eliot,2
Annihilate Me: Holiday,2
Illuminations,1
Fraternizing,1
Wife by Wednesday,0
Cowboy Heat,1
Free Fall,1
and Falling Fly,0
Highland Ever After,2
Hammers in the Wind,0
John Donne: Everyman's Poetry,1
Model Spy,0
Finding Colin Firth,0
Rule Number Two: Lessons I Learned in a Combat Hospital,2
Imago,2
Quantum: Einstein Bohr and the Great Debate About the Nature of Reality,2
Two Old Women: An Alaskan Legend of Betrayal Courage and Survival,1
Driven With the Wind,2
Poirot: The Complete Battles of Hastings Vol. 1,2
The Husband Trap,0
Dead Girls Don't Lie,1
A Stranger at Green Knowe,1
The Snow Angel,0
His Alone,1
Three Bedrooms One Corpse,0
Tattoo,2
Heathen Days: Mencken's Autobiography: 1890-1936,2
Welcome Home Forever Child: A Celebration of Children Adopted as Toddlers Preschoolers and Beyond,0
Our Mathematical Universe: My Quest for the Ultimate Nature of Reality,2
Come Sundown,1
The Lake of Tears,1
Dust,0
The Antonio Gramsci Reader: Selected Writings 1916-1935,2
Trial by Battle: The Hundred Years War Volume 1,2
Magic Science And Religion,0
Star Trek 101: A Practical Guide to Who What Where and Why,1
Look up for Yes,2
The Light of Truth: Writings of an Anti-lynching Crusader,2
The Archaeology of Knowledge & The Discourse on Language,1
Healing the Wolf,2
Seven Days That Divide The World: The Beginning According To Genesis & Science,2
12 Days of Christmas: Naughty or Nice?,2
Sunker's Deep,1
Be Mine,1
Cruel Summer,0
A Time to Dance / A Time to Embrace,2
Jefferson,0
Nightlife,0
Sick Puppy,1
The Art of Memory,2
The Prophet of Lamath,1
Cutting Through Spiritual Materialism (Shambhala Dragon Editions),2
She Got Up Off the Couch: And Other Heroic Acts from Mooreland Indiana,1
Emergency Animal Rescue Stories: True Stories About People Dedicated to Saving Animals from Disasters,2
Raven's Heart: A Tale from the World of Secramore,0
Toy Story,2
Reclaiming History – The Assassination of John F Kennedy,1
Treachery in Death,2
Waking Up Screaming: Haunting Tales of Terror,1
The Underground City,0
The Melancholy of Haruhi Suzumiya Vol. 2,1
Plan B,2
Sweetsmoke,0
Hellboy Vol. 2: Wake the Devil,2
Cast in Peril,2
Vader's Fortress,0
The Pilgrim's Regress,1
The Great Gilly Hopkins,0
Morning's Refrain,1
Next Man Up: A Year Behind the Lines in Today's NFL,1
Throwim Way Leg: Tree-Kangaroos Possums and Penis Gourds,1
The Case of the Vanishing Veil,0
Walking Haunted London: Twenty Five Original Walks Exploring London's Ghostly Past,1
The Case Book of Irene Adler,0
Reckless,1
Don't You Forget About Me,0
The History Man,0
Infidel,1
The Lives and Loves of Daisy and Violet Hilton: A True Story of Conjoined Twins,0
Guarding the Tongue,2
Smoke,0
Tempting the Fire,2
Annihilate Me Vol. 4,1
Hot Zone,1
Tell Me the Secrets: Treasures for Eternity,2
Phenomenal X,1
Highborn,0
Arthur and the Minimoys,0
The World in My Pocket,1
Shipwrecked Summer,0
How the Garcia Girls Lost Their Accents,0
The Lords of Salem,0
Pargeters,1
Dying Wish,2
Cinderellis and the Glass Hill,0
Island of the Innocent,2
Innocence Defied,1
The Best Man,1
Famous Last Words,2
The Lion of Boaz-Jachin and Jachin-Boaz,1
Red: A Natural History of the Redhead,0
The French Promise,2
The Julius House,0
Mastering Manga with Mark Crilley: 30 Drawing Lessons from the Creator of Akiko,2
A Trail of Echoes,2
Civil War,1
The Sheikh's Batmobile: In Pursuit of American Pop Culture in the Muslim World,0
Jerusalem Delivered,0
My Mum Is A Loser,0
The Courtship of Princess Leia,0
Rome's Lost Son,2
The Birth of the Clinic: An Archaeology of Medical Perception,1
Elements of Semiology,0
Blood Bones and Body Bits,1
Strategic Vulnerability,2
Once & Future Giants: What Ice Age Extinctions Tell Us about the Fate of Earth's Largest Animals,1
Darkest Night,2
Dance Hall of the Dead,1
Christina Katerina & the Box,2
I Can Read With My Eyes Shut!,2
Three Wishes,0
Roman Tales,1
The Princess and the Three Knights,2
Ahead of All Parting: The Selected Poetry and Prose,2
Death Benefits,1
Scoundrel,0
Thank You for Smoking,1
Mortal Stakes,1
Faces at the Bottom of the Well: The Permanence of Racism,2
Y: The Last Man - The Deluxe Edition Book Five,2
Seekers at the Wulfrock,0
Tree and Leaf,1
Jungle Jack: My Wild Life,2
The Elephant in the Dark,2
Disney's Mulan Classic Storybook (The Mouse Works Classics Collection),2
Preacher Volume 9: Alamo,2
The Master of the World,0
I Dare,2
The Cold Commands,1
Felicia's Journey,0
The Tattooed Map,0
Debt-Free Forever: Take Control of Your Money and Your Life,2
Hellboy Vol. 5: Conqueror Worm,2
Cast in Ruin,2
C.S. Lewis: A Biography,0
Shadows of the Past,2
What I Believe,1
Under the Northern Lights,1
The Wilde Album: Public and Private Images of Oscar Wilde,2
The Nutcracker Ballet Mystery,0
Blood,2
Haunted London Underground,0
Mystique,1
Interpretation of Dreams,2
Taken by Fire,2
Lana,1
Hot Sexy & Bad: A Holiday Novella Collection,2
Reality Isn't What It Used to Be,1
Blind Love,2
Tilly,1
Hard Magic,0
After the Bridge,2
The Vulture Is a Patient Bird,1
My Story: The Blitz,0
Dead City,0
The Eleventh Hour,2
The Princess Test,0
Thunder Voice,2
Damaged Goods,1
Games of Command,1
Hard Choices,0
A Bone to Pick,0
Case in Point: Complete Case Interview Preparation,1
A Clan of Novaks,2
The Lion and the Mouse,2
The PreHistory of The Far Side: A 10th Anniversary Exhibit,2
I Am Not A Loser,1
Masters of Rome,2
Sharpe's Sword,2
Radar Deception,1
Deliver Us From Evil: Restoring the Soul in a Disintergrating Culture,2
The Umbrella Academy: Apocalypse Suite #1,1
The Culture of Cities (Book 2),1
Home for the Holidays,2
The Haunted Mesa,0
Invisible Threads,0
Dreaming War: Blood for Oil and the Cheney-Bush Junta,0
Pursuit,1
A Place of Hiding,0
Promised Land,1
Lady Knight,0
Palomar: The Heartbreak Soup Stories,2
Blue Adept,1
Y: The Last Man - The Deluxe Edition Book Two,2
Walt Disney's Alice in Wonderland,2
Blue Exorcist Vol. 6,2
Ghost Ship,2
Entangled,0
Seven Little Australians,1
The Gryphon: In Which the Extraordinary Correspondence of Griffin & Sabine Is Rediscovered,2
Moolala: Why Smart People Do Dumb Things with Their Money - and What You Can Do About It,0
Hellboy Vol. 6: Strange Places,2
Dead End in Norvelt,0
Cover Her Face,1
Shatterpoint,0
The Tutor's Daughter,1
Never Change,0
Serves Me Right,2
Harbinger,0
Picasso: Creator And Destroyer,0
Dawn's Prelude,1
A Race Against Time,0
Mistress,1
Gossip Girl Psycho Killer,0
The Talisman and Black House,2
The Road from Coorain,1
Two Nations: Black and White Separate Hostile Unequal,1
Forbidden Magic,0
Soul's Gate,2
Off Magazine Street,0
Consume,1
Captain America: The Death of Captain America,2
The Case of the Careless Cupid,0
The Mythical Man-Month: Essays on Software Engineering,1
Murder in Mississippi,0
The Unbroken Chain: Apogee Books Space Series 20,2
The River Folk,2
The Jigsaw Man,0
Forever Jack,1
They Shoot Canoes Don't They?,2
Divine and Dateless,0
Devil's Guard,2
The Meaning of It All: Thoughts of a Citizen-Scientist,1
Extraordinary,0
Witchlanders,0
The Fairy's Mistake,0
They Called Her Mrs. Doc,1
Miss Marple Omnibus Vol 1 (Body in the Library / Moving Finger / Murder is Announced / 4:50 from Paddington),2
A Table for Three,1
Grimspace,0
Branding the Virgin,0
Real Murders,0
A Web of Lies,2
The Soul of Discretion,2
The Photographer,2
The Vinyl Princess,0
Rugrats In Paris: The Movie,0
Little Novels of Sicily,0
Fuzzy Dice,0
What Not to Do If You Turn Invisible,2
Molly's Pilgrim,1
Always Know What To Say - Easy Ways To Approach And Talk To Anyone,0
Identity Crisis,1
The Women of the Cousins' War: The Duchess the Queen and the King's Mother,0
Emperor of Rome,2
The Cut-Throat Celts,1
Critical Intelligence,1
An Altar in the World: A Geography of Faith,2
The Perfect First,1
Sea People: The Puzzle of Polynesia,2
Adventure Cats: Living Nine Lives to the Fullest,2
The House at Maakies Corner,2
A Well Pleasured Lady,0
Thanksgiving Night,0
Thirteen is Too Young to Die,1
Mustang Man,1
Options: The Secret Life of Steve Jobs,0
Secrets She Left Behind,1
Infamous,0
Budgerigars,0
Y: The Last Man Vol. 9: Motherland,2
Something for the Pain: One Doctor's Account of Life and Death in the ER,0
A Veiled Gazelle: Seeing How to See,2
Secrets of the Sands,0
Essential Incredible Hulk Vol. 1,0
Round the Moon,0
Coincidance: A Head Test,0
Hellboy Vol. 3: The Chained Coffin and Others,2
Star Wars: Rogue Planet,0
The Blue Enchantress,2
Talk Before Sleep,1
Aristocrats: Caroline Emily Louisa and Sarah Lennox 1740 - 1832,1
Wrayth,1
A Guide To The Louvre,1
Family Story Collection,2
The Secret of the Golden Pavilion,1
Letting Go,0
Ravished,1
Thankless in Death,2
The End of the Peace Process: Oslo and After,1
Anansi the Spider: A Tale from the Ashanti,1
Seduced by Magic,1
The Chair,1
Wide Spaces,1
Vengeance Moon,0
Devour,0
Don't Bet on the Prince: Contemporary Feminist Fairy Tales in North America and England,1
Superman: The Man of Steel Vol. 1,1
Free Falling,0
A Coffin from Hong Kong,0
Sophisms of the Protectionists.,2
Go For Launch!: An Illustrated History of Cape Canaveral,0
Farm Boy,0
Tietam Brown,0
Complete Poems (Library of Classic Poets),2
Later Short Stories 1888-1903,2
Funny Jokes (FREE Joke Book Download Included!): 125+ Hilarious Jokes (Funny and Hilarious Joke Book for Children),0
Self-Portrait in a Convex Mirror,1
The English Spy,2
Helga's Diary: A Young Girl's Account of Life in a Concentration Camp,1
A World of New,2
Children of the New World,0
The Obsession,2
Global Babies,2
Swords and Deviltry,0
Dayworld,0
Rome's Fallen Eagle,2
Chemical Chaos,1
Immortal Ops,1
Why Jesus?: Rediscovering His Truth in an Age of Mass Marketed Spirituality,1
The Great Awakening: A Buddhist Social Theory,1
Eternally North,1
Terpsichore in Sneakers: Post-Modern Dance,2
Criminal Destiny,2
All the Birds in the Sky,0
The Adventures of Sock Monkey,2
Return to the Temple of Elemental Evil: An Adventure taking Characters From 4th to 14th Level,0
Split Second,1
All Through the Night,0
Stripped: Twenty Years of Secrets from Inside the Strip Club,0
The Gunniwolf,0
In the Presence of the Enemy,1
Treasure Mountain,1
No Place Like Home,2
One Reckless Summer,0
The Widening Gyre,1
Bone Gods,0
The Twenty Years' Crisis,1
Ox-Cart Man,1
Y: The Last Man Vol. 3: One Small Step,2
Midnight Bride,0
Sufi Thought and Action,2
The Lady of the Sorrows,0
Origin in Death,2
The Lighthouse at the End of the World,0
1634 The Baltic War,1
Library Mouse,2
Hellboy Vol. 8: Darkness Calls,2
Silence,0
Paying the Rent,0
The Raven Saint,2
The Sound of Music,2
Spectyr,0
Masterpieces of The Metropolitan Museum of Art,2
The Rescuers Down Under,0
Songbird,0
She Came to Stay,1
Lyndon B. Johnson: Portrait of a President,0
Untitled (The Dark Duet Spinoff),1
A Cool Million,0
Wing,2
The Smuggler's Treasure,1
The Perfect Poison,1
Concealed in Death,2
Annihilate Me Vol. 3,1
Garment of Shadows,1
Wise and Otherwise,1
Wicked Magic,1
Book of Days,1
Vicious Moon,0
Pelagia and the Red Rooster,0
The Last Praetorian,0
No Orchids for Miss Blandish,0
Small Town,0
Dr. Seuss Goes to War: The World War II Editorial Cartoons of Theodor Seuss Geisel,2
Taken,2
Angel,1
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait of an Age,0
MW,1
All Through the Night,0
Computer Forensics for Dummies,0
Becoming Nicole: The Transformation of an American Family,2
Uncle Tungsten,1
Taking the Fall: The Complete Series,2
When I Loved Myself Enough,1
The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,2
David Jason: The Autobiography,2
Mastering Manga 3: Power Up with Mark Crilley,2
A Touch of Truth,2
The Glory,2
The Prince of Neither Here Nor There,1
Orphic Songs,2
Swords Against Death,1
You are the Best Wife,1
The Rotten Romans,1
Wolf's Surrender,2
Endgame,1
Into the Fire,1
Amway: The Cult of Free Enterprise,1
A Necessary Evil,1
Untamed,1
Finders Keepers,1
Pylon,0
First Date,0
Collected Poems,1
A Traitor to Memory,1
Letters to a Secret Lover,0
Führer-Ex: Memoirs of a Former Neo-Nazi,0
Red Dice,1
Owl Moon,2
Conan Vol. 1: The Frost Giant's Daughter and Other Stories,2
Ravensoul,1
Hitler 1936-1945: Nemesis,2
The Night Drifter,0
Reflections,2
Visions in Death,2
Blue Exorcist Vol. 3,2
1636: The Saxon Uprising,1
Dali,2
Hellboy Vol. 4: The Right Hand of Doom,2
Legacy of the Jedi,0
The English: A Portrait of a People,0
National Gallery of Art: Washington,2
The Whispering Statue,1
Dangerous Journey: The Story of Pilgrim's Progress,2
Gift of Fire,1
Elsie's Endless Wait,1
Shadow's Fall,1
Chasing Tail Lights,1
Run With the Hunted: A Charles Bukowski Reader,2
Troubles,0
The Billionaire's Forever,1
Shadow Magic,1
Skin Deep,1
An English Bride in Scotland,1
Amos Fortune Free Man,0
Everblue,0
Night Moves : Dream Man/After the Night,2
The Forgotten Man: A New History of the Great Depression,1
When the Sacred Ginmill Closes,2
Trinity: A Graphic History of the First Atomic Bomb,1
2061: Odyssey Three,0
A Sister's Promise,2
The Hellion,0
Come to Me Recklessly,2
Gate of the Sun,1
Norstrilia,1
Mormon Mother: An Autobiography by Annie Clark Tanner,1
Little Orphant Annie and Other Poems,1
Fever and Spear,1
The Door in the Hedge,0
The VALIS Trilogy,1
My Little Phony,0
Redeployment,1
Emissary,1
Criminology For Dummies,0
Stranger in My Arms,0
The Island of the Colorblind,0
The English Girl,1
The Billionaire and His Castaway,0
Good Faeries Bad Faeries,1
A Twist of Fates,2
A Child's Life: Other Stories,1
Fire Storm: (One Dollar Horse book 3),2
It's Not Really About the Hair: The Honest Truth About Life Love and the Business of Beauty,0
Swords Against Wizardry,1
As One Is: To Free the Mind from All Conditioning,2
C. P. Cavafy: Collected Poems,2
The Sky of Endless Blue,2
The End of Reason: A Response to the New Atheists,1
The Wild Trees: A Story of Passion and Daring,1
Shades of Wicked,2
Riding the White Horse Home: A Western Family Album,1
Strange Ground: An Oral History Of Americans In Vietnam 1945-1975,1
The Soul Catcher,1
The Golden Barbarian,1
The Business of Fancydancing,2
Lando,1
No One Left to Lie to: The Values of the Worst Family,0
Wives and Lovers,0
A Door in the Woods,0
Sugar Creek,1
Silent Blade,1
Hypnerotomachia Poliphili: The Strife of Love in a Dream,1
Daughter of Regals and Other Tales,0
Black Blood,1
Tar Beach,1
The Phenomenon of Man,1
Cold Blooded,1
Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,1
The Huntress,0
Kara Kush,2
Last Human,0
Promises in Death,2
Transition,0
Hellboy: Odd Jobs,2
Texas Fortunes Trilogy,1
Private Faces: The Autobiography,0
A Life of Picasso Vol. 1: The Prodigy 1881-1906,2
Disney's Storybook Collection,2
Uncharted,1
The Door in the Wall,0
Gift of Gold,0
Volpone,0
Of Shadow Born,2
Tempting Rever,1
The Blood Never Dried: A People's History of the British Empire,2
The Wrong Billionaire's Bed,1
In Search of Our Mother's Gardens,2
Undertow,1
Dark Magic,2
Spirit Bridge,2
Sweet Ride,1
Frey,0
My Immortal Highlander,2
Taste,1
Where Men Win Glory: The Odyssey of Pat Tillman,1
Tortuga,1
The Melody of Secrets,0
Far From Home,2
Sweetbriar,0
Choose Me,2
Trick of the Dark,0
The Jalna Saga: All Sixteen Books of the Enduring Classic Series,2
Lying,0
Winona's Web: A Novel of Discovery,0
Spindle's End,0
A Tale of Two Pretties,1
The Major Works,0
Three,1
The Redemption,2
The Mole People: Life in the Tunnels Beneath New York City,0
Restless Waters,1
All Just Glass,0
Riding Him,1
Bellfield Hall: or the observations of Miss Dido Kent,0
A Day of Glory,2
Stitches,1
Race the Wind,2
Dear Mr. Knightley,1
Swords in the Mist,1
Four Ways to Forgiveness,2
Neveryóna,1
Travels in Alaska,1
Troubles and Treats,2
Love Among Lavender,2
The Grand Weaver: How God Shapes Us Through the Events of Our Lives,2
The Snoring Bird: My Family's Journey Through a Century of Biology,2
The Three Hostages,0
Wildest Dreams,1
Wicked Bite,2
Patriot Games / The Hunt for Red October,2
The New Victorians: A Young Woman's Challenge to the Old Feminist Order,0
At the Stroke of Madness,1
Lady Gallant,0
Last Summer at Barebones,0
One Good Turn,0
 said the shotgun to the head.,2
Object of Virtue,0
Memoirs,1
Leadership and the New Science: Discovering Order in a Chaotic World,1
Scared Stiff: Tales of Sex and Death,0
Forty-Seventeen,0
Mystic Sweet Communion,1
Relentless,0
Imitation in Death,2
The Chronicles of Harris Burdick: 14 Amazing Authors Tell the Tales,1
On Canaan's Side,0
Hellboy Vol. 9: The Wild Hunt,2
Gunmetal Magic,2
Letters Home,2
Asterix the Legionary,2
With Love,0
Twice Freed,1
Disney's Aladdin,2
Sabrina,1
The Rising,2
Shadowflame,0
Kidnapping Casey,0
The Nannies,0
On Writing Well: The Classic Guide to Writing Nonfiction,2
Revolutionary Empire: The Rise of the English-Speaking Empire from the Fifteenth Century to the 1780s,2
Natasha's Awakening,0
The White Guard,1
Memory's Door,2
Transbluesency: Selected Poems 1961-1995,2
Theology and Sanity,2
The Tinkerer's Daughter,0
Running Wild,1
House to House: An Epic Memoir of War,2
The Idolatry of God,1
Pomegranate Soup,0
Voyage,0
East End Jubilee,1
Sweet Hush,1
War Horse,2
Black Butler Vol. 4,2
The Enemy,1
The Lunatic Express: An Entertainment In Imperialism,1
The Winter King,1
Moon Awakening,1
Verity Sparks and the Scarlet Hand,2
Pulling His Trigger,1
The Secrets of Wishtide,0
A Bond of Blood,2
King The Complete Edition: A Comics Biography of Martin Luther King Jr.,0
Immortality Inc.,0
Zibaldone,2
The Motion of Light in Water: Sex and Science Fiction Writing in the East Village,2
Sharpe's Waterloo,2
Shelter for Koren,2
Never Play Dead: How the Truth Makes You Unstoppable,0
Yajnaseni: The Story of Draupadi,0
Country: The Twisted Roots Of Rock 'n' Roll,1
Pssst!,1
Moments of Doubt and Other Mountaineering Writings,2
One False Move,1
Men in Kilts,0
Homographesis: Essays in Gay Literary and Cultural Theory,1
No Second Chance,1
The Dead Emcee Scrolls: The Lost Teachings of Hip-Hop,2
To the Far Blue Mountains,2
The Wheelman,0
Wanderings,1
The Silver Rose,0
Chasing the Dragon: One Woman's Struggle Against the Darkness of Hong Kong's Drug Den,2
Reunion in Death,2
Love and Summer,0
Hellboy Vol. 7: The Troll Witch and Others,2
Wrecker,0
Asterix in Switzerland,2
Michelangelo the Sistine Chapel,2
Savage Destiny,2
Root,2
The Tanglewoods' Secret,1
The Red Hot Cajun,2
Cassidy,1
The Secret History of a Teenage Vampire,2
Disciplining the Duchess,0
Friends with Benefits,0
The New Fowler's Modern English Usage,2
The People's War: Britain 1939-1945,2
Unexpected Fate,2
Promises After Dark,0
Biggest Flirts,0
Malafrena,0
Collide,0
Theology for Beginners,2
The White Tree,0
Mr. Bump,1
Three French Hens,0
The Black Unicorn: Poems,2
Horse Soldiers: The Extraordinary Story of a Band of US Soldiers Who Rode to Victory in Afghanistan,1
Command and Control: Nuclear Weapons the Damascus Accident and the Illusion of Safety,2
The Worst Witch Strikes Again,1
Tinseltown: Murder Morphine and Madness at the Dawn of Hollywood,0
The Dust That Falls from Dreams,0
Warrior's Moon,1
The Truth About Verity Sparks,1
Five Plays,1
The Revolution of Ivy,1
Anchor in the Storm,2
Prince of Dreams,0
Enshrine,2
Peter Pan: or The Boy Who Would Not Grow Up: A Fantasy in Five Acts,1
A Shade of Doubt,2
The Cat Whisperer,0
Must Love Otters,0
Rose's Garden,1
The Western Lands,1
The Secret of the Long-Lost Cousin-Free Sample Story: Can You Solve the Mystery #1-Free Sample Story (Can you solve the mystery?),0
Ants at Work: How an Insect Society is Organized,0
Anything for You Ma'am: An IITian's Love Story,0
Sharpe's Battle,2
Barbarians: How The Baby Boomers Immigration and Islam Screwed my Generation,0
Until the Sun Falls from the Sky,1
Men to Match My Mountains,1
Wire: Everybody Loves a History,1
Sackett,2
Leading from the Center: Why Moderates Make the Best Presidents,0
Steal the Dragon,1
Krazy Kat: A Celebration of Sundays,2
Year of the Unicorn,1
Voluntary Servitude: Poems,1
The Reenchantment of the World,2
The Crossbones,2
Angel Arias,0
Tales from the Bazaars of Arabia: Folk Stories from the Middle East,1
Monty Python's Flying Circus: Just The Words - Volumes 1 & 2,2
The Bourne Objective,1
Me! (Just Like You Only Better),1
Hellboy: Weird Tales Vol. 2,2
Deadly Captive,0
When I Am an Old Woman I Shall Wear Purple,0
Asterix at the Olympic Games,2
Savage Heat,2
Walt Disney's Grandpa Bunny (A Little Golden Book Classic),2
Eisenhower: Soldier and President,1
Botchan,0
Sacrifice,2
Star of Light,1
The Catcher in the Rye and Philosophy,0
Tall Dark and Cajun,1
Stardust of Yesterday,1
Inside the Victorian Home: A Portrait of Domestic Life in Victorian England,2
Have to Have It,0
Deathworld 1,1
Kieron Smith Boy,0
Secrets After Dark,1
Peter the First,2
Falling for Sakura: A Secret Kiss,0
All the Queen's Men,1
The Incal Book 2: John Difool Class R Detective,1
Rise of the Lycans,1
Rich Girl Poor Girl,2
Broken Juliet,1
The Bolter,0
Moderan,0
PartnerShip,1
Panama Fever: The Epic Story of One of the Greatest Human Achievements of All Time-the Building of the Panama Canal,0
Ayako,1
Moon Craving,1
Verity Sparks Lost and Found,1
Huck Finn/Pudd'nhead Wilson/No 44 Mysterious Stranger other Writings,1
Sincerely Carter,1
Somewhere I'll Find You,0
Whiskey Prince,1
At the Edge of the Orchard,0
Mr and Mrs,0
Memoirs Of General William T. Sherman,1
Treason's Harbour,2
Alfred Hitchcock's Get Me to the Wake on Time,0
Adopting the Hurt Child: Hope for Families With Special-Needs Kids : A Guide for Parents and Professionals,1
A Shade of Novak,2
The House That Trane Built: The Story of Impulse Records,1
Ladybug Girl,1
Dark Moon of Avalon,1
White Light,0
Star Trek: The Next Generation: Crossover,0
Dingo Makes Us Human: Life and Land in an Australian Aboriginal Culture,0
The Vicious Vikings,1
Justice For Hope,2
Crow Planet: Essential Wisdom from the Urban Wilderness,0
Hendrix,1
The Tea Girl of Hummingbird Lane,2
Carols and Crushes,1
Delusion,0
The Lost Salt Gift of Blood,2
Sackett's Land,2
Severance Package,0
Hornet Flight,1
Spiritual Capital: Wealth We Can Live by,0
Can't Get There from Here,1
Stolen Innocence: My Story of Growing Up in a Polygamous Sect Becoming a Teenage Bride and Breaking Free of Warren Jeffs,1
Ghost in the Machine,2
The Face of Battle: A Study of Agincourt Waterloo and the Somme,2
